id,binaryPoolCreated,linearPoolCreated,convexPoolCreated,concavePoolCreated,liquidityAdded,liquidityRemoved,buyLimitOrderCreatedAndFilled,sellLimitOrderCreatedAndFilled,buyLimitOrderFilled,sellLimitOrderFilled,finalValueReported,reportedValueChallenged,positionTokenRedeemed,feesClaimed,feeClaimsTransferred,Points
0x00000390e8f6c1cb62c9ae2d9eed384ee88ad5eb,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,400.0
0x0000046b4edeb007123e0db9bc4d04247b9adc4a,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,1000.0
0x0000049507924ce153034be957e54d0d5cdefca4,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,1600.0
0x000007283ad8d1bd83b28126e9f0d7c7572f6cfb,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x000007cdf16e8173c035ec44e4d8a407d214f0f3,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,1400.0
0x00000c529765b088658ff86b7b1b475337c4c1df,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x00000c594803aa3d3348b5f7dd7d8068e57c5767,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,1000.0
0x00000f5dc309369c39eb49c3698def97edc084ce,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,1600.0
0x00000f791705fccec72cc17e5b54077efdda628b,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x00000fd9a7e01e671aef554eca1af6300f4b4ce1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,600.0
0x00001c447f19c0a2fd49b7dd72975d5c525a71f6,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x00001cc064b25cb8652e209096b8e2e4173f5c42,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,1000.0
0x000025b47899b3fc97383a65510c8e84389b1490,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0000ffe335fd2243bc0c10b7daa6a67650fb7412,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x00010a9bbde3f6ec395c179e36f1df24e59bd824,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x00071940a7dfbc221dab5099c02970b1b60b17cb,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,1000.0
0x0008bb335a71a97ae89cf99388d7be70d7ef4660,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,1000.0
0x000c68413deda826cd5bd4c02b857fe64b106c35,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x000e52f46445be35ca9560c8b36f8e0a6c5976f0,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,1000.0
0x002f257c9e218ebdbe0a9bc839c4084dd42bf661,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,800.0
0x00343e936cfdc7c19075fabea046c155ede48116,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,600.0
0x0034e7b3b215711420de5bce17b2efbcd37c1031,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x00487a69eb0c2cf4436469422e98d020dfac387b,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0054433b1cb65a490737423518c789e020d7916e,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0057dde1d8a0cc7aa68dc5db7f00d21cd5e12afc,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x00a2c05034a314d0c3e2d525a951b60de5fc3ee0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x00a4d3452c548257934758b2ba19e7fe819c6f04,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x00aae25079b064b95347dadb0583519f3160dead,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x00acec39a9b989c496fc0ef68fd75c844eb2610d,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,800.0
0x00bb32e6d30a0f44d7b349086d70c9644c2aac08,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x00c198a6b19fa6e3d0a2abbcc1672360e2ea5377,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,1000.0
0x00c95c475847e71e89b8356d746408226b4fdb55,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,1200.0
0x00dea8922279e59fc30466108b54e47daea9a943,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x00fd2ebae90e2cb17379090c6361ac5d66dbd738,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,800.0
0x0101367f343e0dc9711dc839f1da2491addec676,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x01019f12fe31df6c4d98cedf77379ce986437fc1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,800.0
0x01190d6e31c2afbec0b83722255af2c8e968327a,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,1800.0
0x0120816ad99784adca51ddbc6622069d8aeb66bf,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,1200.0
0x0127b441a5ea2e6f2670bd2eee1d3edc55e78b36,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,2800.0
0x01372619a08d843cc3f8982bf7b4374581dcc65d,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,1800.0
0x015956dddf8ad52bfa9bbecb6ff6a2b55fe0c8df,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0179ceb83b64bba5d08651cd95c2e4a62b168726,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0197696843644dd30297dc9cd92325152c6b8dec,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,1000.0
0x01ca3ce3974f6771cc999669d8dcaccb71e64153,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,1000.0
0x01cb7d504d812fe7a9cc12c7147e07cb96b3a147,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x01d9b13121537f89ea85058e04e84701404cd9af,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x01f0abebf3a610a7fb4237f6868a7c8e08bd2b1b,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,1000.0
0x01f797e0e43b38d4acb4162b22107f48ca8af2e2,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0204d494a5432948a3600edf516d4db85305b785,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,1800.0
0x02156a6c19e0a03fcce738a9a26e7add1c40fd24,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,800.0
0x021b862960caebccb9e3180425540edff47e56e8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x02288a5220943848fc1ff8fb91ca074198c8b965,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,1200.0
0x022fe87e83f3d6662862ed51ef74de33ed16ff25,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x0254a6bbd4b9d357154e8124869f050a58016277,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x0268a620f6e0abf1b8df57025ada633b3e15bd08,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,1000.0
0x026f5122fde2ae7348ac8d20ff1c04088d21b91f,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,1400.0
0x0271b4400c0861a38ec6b6429dba0a4a3fc2664f,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x02770a497b01857050ea14884848bab64c46f9a4,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x027dd19cc82363b20afee86b23d418e8c70fc893,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,2600.0
0x0289ff18ea1d9c0446a06d6bf17b55becec8d98c,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x029d0aae1fca0defb04024436bde86648e67a0a1,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x02a0ff1ec6cef01e72fdf2a761225cabd7880cc1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x02c6d6c0d97af35add698b6ec2b8dff2eddfb85d,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2800.0
0x02db0832e53c133cb70752cc2473b2632ae20ef5,True,False,False,False,True,True,True,True,True,True,False,False,True,False,False,1600.0
0x02e4045724138e793ef548bf8a82bb07f7fe3e4f,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,1400.0
0x02e9f0322620260aeac9110fe167a4d7e907314f,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,1200.0
0x032fc5606633b62f5acbd939b0d6e267b096492c,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x033a58532ef056e836730cf4daa1437ac1e59b7a,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0343a1f0d6af1a0309331804bb5067bda42911c8,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x037771a4c189d3b9c0b9db7b7cb2c4ea6629bb61,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,1200.0
0x038bbacd95e0cde1d3b2c61e661fb2bc336d9e67,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,1400.0
0x03a1a32e15bb05e3144410b4627fc03138a55720,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,1800.0
0x03a3eb0f643b8494bbd86e0a54db14fed3aa479d,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x03a5bc6237f22af6e4260a6d14f705bdb2e5d118,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,600.0
0x03ec505a93f36b22a0a573a6ef5c0dd7d03f0fa6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x03f116aa91d1c8a9d90a4f3465c21c36b41a23f9,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x03f9feb15284f072c699f536a1593d5658117181,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x04019e76abfb2075115b33467f42aa72586bb405,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x040b053f512ebdb08bb9ac4d12aaade3295ce2d3,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,1200.0
0x042adc962e2594ef79631d93b20a02ce218684e6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x049546b6c30b1a7e535981530708f58496b8c9c8,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0496b3e572b1bcbf25b72fac162365d9f9bdf830,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,400.0
0x04bd97d1f9324a11e0feae5f85b0d96dd1a94f27,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,800.0
0x04c70730fd500d61e15e18d350045af01062db14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x04e96ad9e39165535bcb52dc002786817b551cc6,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,800.0
0x04f9335585d0b1613340c4bd48bacc16a1a64fcc,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x05321b7c55e8af18275223a0d3e8caa0cdf6a1e1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,600.0
0x05408e1a31321aa0441d1c7ef18adc710835bc48,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x054c5cfc92c22b50c0dcc2e8c8868b7091b94ef0,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x05688259a7b50c0f92a8db7cd4f97ebe965c5cb3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,400.0
0x058458794848367a7fe407ebd3791afba39761fa,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,1000.0
0x05b568860c538291c57f3104f29b8279e54fe239,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,1400.0
0x05dda515bdea871e347118bc5c299d28f36d47a5,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x05febc2c2582679e0621e7ba029344c80bcd138b,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x060709682ea5c3700b034d48a37a099bec82fd18,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x0628acb5bdf5de0786b8765bf027541e45ffb7d5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x063e24dda4e5209bce56cb3fd26a0d777f2ed19e,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x064d16368225a06b890bbc83ffad2cdd64e010a3,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,2200.0
0x06774ce6075e157695b541381eb947c8db9dcd4b,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x067dce4e3dce9420fe6369708c4b36560655a953,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,2000.0
0x06a36560e7b549af50e74a1efee949adec28f859,True,False,True,True,True,True,False,False,True,True,False,False,False,False,False,1400.0
0x06d4dd80c4cbb67a33835e373e48288e05233bb8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,800.0
0x06df6838f036f2a340232222b5587c18d82e83f2,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,1200.0
0x07218767dbbc42ddda9193c44f25713e4b4550a4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0738b450de89f2255a1d2b2db3ea091ef47ddb1a,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,1800.0
0x073f114f5305b7a38b0436f592f4cfd9f3ff118a,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x0743542070891051861f8d0a4550f97b43b0b89a,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x07638e615997ba3efba463a252fbaf4c252f9969,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,400.0
0x076de87b5e50ad01aee690259b74ff533f0c3e50,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,400.0
0x079e18b9d86430c2620c0eff6e06b20bb742f900,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,1000.0
0x07d0bd99c0905ced57d51198decf8b968063d6e4,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,600.0
0x07e6d4b0d77854c7d32650507e1661f61611030a,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x07ea421f43d26a22137bb05d7f958a8ff5f7f208,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x07ee4dc08567e532a4a3ae278dff03ea98dcf0b8,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,1200.0
0x07f813fc9154b153d4c9b0cc41f858c1bf3e98d6,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,1800.0
0x07fb51299c858fd76fb6b7b8eb1211e632df3b5b,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x084c9e2d2073bab3abba0f2b7cf90286c9cdc04f,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x087680b68f2169adda30730db3f2a2005f32bacc,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0883583d72c6cf005376c92097b2583da9cbcf4a,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,800.0
0x08be46d69e0f6bf7ab2dff20d8a9260e200d1449,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x0900289c3002fcfd40bb89b39af47df638ba6db3,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,600.0
0x0907cab12ea8cdd5ef8a3e55ee399510f291f60c,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x090859eb7beb77334086bbf95cfc094413376331,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,800.0
0x090bdf2fc65742728cae054811151227b11eb451,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x090dafc2c3009daf39b187c4c27cfd92bbe68dcd,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,1000.0
0x09168430016cced32bf5ec86deb318d8c50ff1e1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x092a2553ca9f4fcc7713b910e4270a3e77ed8014,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,1200.0
0x093b5ff80b38510e77a7043e29ef21ce73033bf9,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x093f1deac09016bd47312026d88cea8b649f298a,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x09411a90f3b4377cfde323d4c936767fd71b78ca,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x0944b956cd10a0bc3aa0cdcccf49946999605444,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,1000.0
0x09509947596530082844c4ca6e6f0c47fb7c05f8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x095eaaed57118d3dc88c5b8a9eeea62b9458b0a6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0963c19e406fe59656ea12454d729a01ccc63806,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x096a0cf0aa06e57350c8a29e630c6b22885659f1,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,1000.0
0x097d9e0baccb7f5a64aa05462cf6a30f3e4217c8,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,1800.0
0x09a96de9aeed71941dd14cde2a32fe1ba3c665b4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,400.0
0x09c2188ce06c4f12724185a30e3d9fc1019be7c3,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x09c4e4861985911c535271595e531df40f7bce67,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,800.0
0x09c6230e43acdf4aa89ccab18c5cfd3f780459b7,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x09fbfeefcca236b8db06ea22d6c3c0e5d68d37c8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0a019c511fb59bc7562dec1d4f676912a61c0c1e,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,800.0
0x0a15b83bb73e6241c4e4f13a2b370469807ab6d5,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,1800.0
0x0a2e9b2bf6abe3caf4db8833832e4ce8b137c4c3,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,1600.0
0x0a3582258121b8a8fe54415f177e3274c243a6f2,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,800.0
0x0a3f27ad6bc7e5a3e32ee0438144f79ad433cb90,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,600.0
0x0a4a802eb3a03ddb0e8ee1aa8d76d04fdae33ebc,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,800.0
0x0a54074fe1e74026831396acca642afae75fad25,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x0a66c4f7af78a9ffacd7f44b58bcaf4395ac7dc0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2800.0
0x0a81a670abab0476d587ddd877b5603838f289ac,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,400.0
0x0aa3ebd4e4a63429b4f46cd14e7022872c921d0d,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,1200.0
0x0ac9ff790126401673d8e67a94398512e046c58d,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x0ad50c58d425a264105d826f65e9db156bd864bb,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,1800.0
0x0af5e762a00d99f4fb3e2cab1bd7e717eebd791c,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x0b03ef4057c2c5b20e6734941d1a465fe14e96dd,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0b17b3e5f091b759673cc6a36e980baa6a302e75,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,600.0
0x0b2804ebc9317f8590f1dcd8dbb10fd41c03c5e1,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,1000.0
0x0b420efffe45b4666f13d92252f8d77d3b864a78,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,1000.0
0x0b4fc26583d284e804ecf2d6e5f1488c9a810ddd,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x0b57b85be68ca51369fd770729c2343749a730ff,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0b6345dbf4fb08d7202b592fa157990cb39aab43,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0b72f3372d8cd7fe9d9b20dcb91e6ce9dc9f2a0c,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,1200.0
0x0b91ba6f335d884de75c10175de2b26a5f371000,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x0bb0e17699e106fce8d343fbbe2b42e7ef2e0e8e,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,1800.0
0x0bd785d8ab76de1595e595dbc12ef337cc49ed72,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,1200.0
0x0bdff61cfa345885d02eb52f8aed500a8e634be2,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x0bf45d6063603072c6ed1ac7f882ecb0488a916b,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x0bfd2d217688e157e7a5643bca22586a05868515,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,1400.0
0x0c209027aae3ae5d698fabcfd8bd1c6909fc55fe,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,1000.0
0x0c2ab8f849838ba353ab82a147042565a1b972fd,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x0c339cbde129a3b5e14d3d46c44f5a728e3454e4,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x0c3cdfbdb80c74ecf9ed2eb0db41ae2c7177e5b0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0c465bde139333af010d79a68c08833c72a33bc8,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x0c8ffbc48c53aa48115070df033a42790e7731a6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x0c99f1c519f39572b18f1d684825db20bc7cdfdb,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,1800.0
0x0c9ab63614256d1202b47bec55abf34fbafea110,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4500.0
0x0cbcc63bb9907805f2ed15aa31199b08f1ba138c,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0cca57986d010fd00ad0c3aced0374ae34942c2e,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,2800.0
0x0cdddf0d030557bb382703312c1dd4c9dd4c4d6a,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,1000.0
0x0d07189341897c1a81071735bea108f5cb2d3fe6,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,800.0
0x0d355c2bf8d11e7e45279cd1325e6c6274fb4d00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x0d38988a9c2d2f49ae0d65fe9e8a1d1abe783ab5,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,1000.0
0x0d44ee6a8070b568234cdefc0a13c56c4a1a2fc9,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x0d491242931abb0f450a9fbe3235a73962601b02,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,1400.0
0x0d4f28c7f4a827a9c13299d9587706b914ed10cb,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,800.0
0x0d8c0f9d05d1d7772046cf434f1a7a1cd02260e8,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,2000.0
0x0dac44105a45826c550b5749210486e364ea6fe5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0dad204fec98993b359f956f3ac72e63fe5c6b72,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,1000.0
0x0dbd9f48765700399e3996d871d0a986f75529b3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,600.0
0x0dbf5f6d36bfe016d721ffca345d79eebc5de22b,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,600.0
0x0dded4f36cf09cc9dd57adbc2be13f01e18f626d,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,1400.0
0x0de8eb49c56a3e06550736d3bc014b494d635834,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0df26d752801c86992a63bcaf5f78514cf7216ad,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,2600.0
0x0df38b908334a18f5a6c395c3642f183a07f40d7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
0x0df6edcc9d5a09a58a2a39051587924e397982ad,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,400.0
0x0e09030f108ec900e7febde6322d5aee276b034a,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,1600.0
0x0e10269464a4a9033803b86f48ebc8cb7a0f3bb7,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,1200.0
0x0e37dc10d239337d2dfc293dedd7e94d3a4a09ac,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0e4fb6448e80d783b4d9a233c3e2b3da4ed8306b,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,600.0
0x0e6ac93915888524411c4354522089580a439c2d,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,800.0
0x0e80d31bea7edcf68c6173731bd515a9fb3626d4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
